0.00,0,0,75,0,0
0.20,0,0,40,0,0
0.40,10,78,55,0,105
0.60,10,78,83,0,105
0.80,10,78,53,0,105
1.00,10,78,38,0,105
1.20,10,78,30,0,105
1.40,10,78,15,0,105
1.60,10,78,35,0,105
1.80,10,78,32,0,105
2.00,10,78,27,0,105
2.20,10,78,19,0,105
2.40,10,78,18,0,105
2.60,10,78,44,0,105
2.80,10,78,46,0,105
3.00,10,78,29,0,105
3.20,10,78,39,0,105
3.40,10,78,17,0,105
3.60,10,78,24,0,105
3.80,10,78,37,0,105
4.00,10,78,16,0,105
4.20,10,78,26,0,105
4.40,10,78,15,0,105
4.60,10,78,17,0,105
4.80,10,78,35,0,105
5.00,10,78,15,0,105
5.20,10,78,26,0,105
5.40,10,78,22,0,105
5.60,10,78,30,0,105
5.80,10,78,50,0,105
6.00,10,78,36,0,105
6.20,10,78,24,0,105
6.40,10,78,19,0,105
6.60,10,78,22,0,105
6.80,10,78,33,0,105
7.00,10,78,85,0,105
7.20,10,78,77,0,105
7.40,10,78,88,0,105
7.60,10,78,78,0,105
7.80,10,78,80,0,105
8.00,0,3714,91,13984,7565
8.20,34,256,78,702160,29
8.40,54,255,68,702160,18
8.60,56,255,71,702160,18
8.80,55,255,75,702160,18
9.00,59,255,74,702160,17
9.20,48,255,54,702160,21
9.40,53,255,67,702160,19
9.60,45,255,65,702160,22
9.80,42,255,55,702160,24
10.00,48,255,66,702160,21
10.20,56,255,72,702160,18
10.40,45,255,64,702160,22
10.60,40,255,62,702160,25
10.80,40,255,57,702160,25
11.00,54,255,62,702160,19
11.20,50,255,72,702160,20
11.40,52,255,56,702160,19
11.60,45,255,75,702160,22
11.80,25,255,66,702219,40
12.00,48,255,59,702219,21
12.20,45,255,70,702219,22
12.40,44,255,61,702219,23
12.60,41,255,65,702219,24
12.80,40,255,53,702219,25
13.00,51,255,58,702219,20
13.20,44,255,68,702219,23
13.40,46,255,54,702219,22
13.60,43,255,67,702219,23
13.80,45,255,62,702219,22
14.00,47,255,53,702219,21
14.20,41,255,62,702219,24
14.40,55,255,72,702219,18
14.60,43,255,73,702219,23
14.80,54,255,77,702219,18
15.00,45,255,56,702219,22
15.20,41,255,61,702219,24
15.40,47,255,70,702219,21
15.60,44,255,57,702219,23
15.80,45,255,68,702219,22
16.00,37,255,57,702219,27
16.20,37,255,53,702219,27
16.40,43,255,68,702219,23
16.60,48,255,61,702219,21
16.80,26,255,62,702219,38
17.00,43,255,54,702219,23
17.20,42,255,59,702219,24
17.40,42,255,67,702219,24
17.60,49,255,72,702219,21
17.80,49,255,72,702219,20
18.00,42,255,63,702219,24
18.20,52,255,59,702219,19
18.40,42,255,57,702219,24
18.60,50,255,71,702219,20
18.80,41,255,58,702219,24
19.00,39,255,64,702219,26
19.20,44,255,57,702219,23
19.40,49,255,62,702219,20
19.60,49,255,71,702219,20
19.80,42,255,55,702219,24
20.00,45,255,63,702219,22
20.20,44,255,59,702219,22
20.40,39,255,50,702219,25
20.60,58,255,81,702219,17
20.80,60,255,81,702219,17
21.00,41,255,61,702219,24
21.20,52,255,56,702219,19
21.40,44,255,56,702219,23
21.60,40,255,59,702219,25
21.80,29,255,62,702219,35
22.00,42,255,49,702219,24
22.20,43,255,66,702219,23
22.40,50,255,57,702219,20
22.60,41,255,56,702219,24
22.80,44,255,66,702219,23
23.00,36,255,62,702219,28
23.20,41,255,63,702219,24
23.40,37,255,51,702219,27
23.60,46,255,72,702219,22
23.80,58,255,84,702219,17
24.00,49,255,59,702219,20
24.20,42,255,58,702219,24
24.40,37,255,53,702219,27
24.60,43,255,57,702219,23
24.80,45,255,60,702219,22
25.00,38,255,69,702219,26
25.20,45,255,61,702219,22
25.40,46,255,55,702219,22
25.60,41,255,61,702219,24
25.80,44,255,61,702219,23
26.00,52,255,70,702219,19
26.20,46,255,55,702219,22
26.40,40,255,66,702219,25
26.60,36,255,66,702219,28
26.80,51,255,68,702219,20
27.00,43,255,68,702219,23
27.20,48,255,68,702219,21
27.40,50,255,65,702219,20
27.60,43,255,53,702219,23
27.80,42,255,58,702219,24
28.00,43,255,69,702219,23
28.20,51,255,59,702219,20
28.40,40,255,58,702219,25
28.60,42,255,57,702219,24
28.80,47,255,61,702219,21
29.00,36,255,56,702219,27
29.20,44,255,69,702219,23
29.40,42,255,58,702219,24
29.60,52,255,78,702219,19
29.80,45,255,66,702219,22
30.00,43,255,58,702219,23
30.20,42,255,69,702219,24
30.40,40,255,53,702219,25
30.60,40,255,63,702219,25
30.80,43,255,56,702219,23
31.00,40,255,57,702219,25
31.20,39,255,64,702219,26
31.40,42,255,71,702219,24
31.60,25,255,60,702219,40
31.80,41,255,58,702219,25
32.00,43,255,59,702219,23
32.20,41,255,68,702219,24
32.40,45,255,68,702219,22
32.60,46,255,76,702219,22
32.80,55,255,77,702219,18
33.00,37,255,58,702219,27
33.20,41,255,60,702219,24
33.40,46,255,71,702219,22
33.60,39,255,58,702219,26
33.80,40,255,58,702219,25
34.00,41,255,51,702219,25
34.20,42,255,54,702219,24
34.40,42,255,69,702219,24
34.60,39,255,54,702219,25
34.80,43,255,64,702219,23
35.00,40,255,53,702219,25
35.20,38,255,56,702219,27
35.40,43,255,66,702219,23
35.60,57,255,86,702219,18
35.80,56,255,72,702219,18
36.00,39,255,53,702219,25
36.20,41,255,57,702219,24
36.40,42,255,65,702219,24
36.60,29,255,58,702219,34
36.80,37,255,57,702219,27
37.00,46,255,63,702219,22
37.20,37,255,52,702219,27
37.40,41,255,55,702219,24
37.60,46,255,71,702219,22
37.80,43,255,57,702219,23
38.00,49,255,66,702219,20
38.20,37,255,49,702219,27
38.40,41,255,55,702219,24
38.60,61,255,88,702219,16
38.80,53,255,65,702219,19
39.00,41,255,62,702219,24
39.20,42,255,57,702219,24
39.40,40,255,59,702219,25
39.60,34,255,59,702219,30
39.80,43,255,70,702219,23
40.00,38,255,65,702219,26
40.20,40,255,57,702219,25
40.40,41,255,57,702219,24
40.60,44,255,60,702219,23
40.80,43,255,66,702219,23
41.00,40,255,59,702219,25
41.20,39,255,66,702219,25
41.40,41,255,58,702219,24
41.60,26,255,67,702219,38
41.80,50,255,75,702219,20
42.00,42,255,62,702219,24
42.20,45,255,67,702219,22
42.40,39,255,54,702219,25
42.60,41,255,57,702219,24
42.80,43,255,66,702219,23
43.00,36,255,63,702219,28
43.20,41,255,63,702219,24
43.40,38,255,60,702219,26
43.60,41,255,54,702219,24
43.80,44,255,57,702219,23
44.00,43,255,70,702219,23
44.20,49,255,69,702219,20
44.40,39,255,58,702219,25
44.60,50,255,72,702219,20
44.80,41,255,65,702219,24
45.00,43,255,68,702219,23
45.20,38,255,62,702219,26
45.40,38,255,62,702219,26
45.60,36,255,54,702219,27
45.80,37,255,54,702219,27
46.00,38,255,64,702219,26
46.20,39,255,64,702219,26
46.40,40,255,63,702219,25
46.60,24,255,42,702219,42
46.80,38,255,57,702219,26
47.00,38,255,61,702219,27
47.20,43,255,64,702219,23
47.40,41,255,63,702219,24
47.60,57,255,78,702219,17
47.80,40,255,60,702219,25
48.00,37,255,55,702219,27
48.20,40,255,70,702219,25
48.40,39,255,66,702219,26
48.60,42,255,58,702219,24
48.80,35,255,57,702219,29
49.00,44,255,52,702219,23
49.20,39,255,68,702219,26
49.40,43,255,63,702219,23
49.60,39,255,66,702219,26
49.80,42,255,51,702219,24
50.00,37,255,54,702219,27
50.20,37,255,61,702219,27
50.40,42,255,74,702219,24
50.60,56,255,86,702219,18
50.80,40,255,54,702219,25
51.00,37,255,58,702219,27
51.20,37,255,61,702219,27
51.40,44,255,72,702219,23
51.60,23,255,50,702219,43
51.80,40,255,67,702219,25
52.00,37,255,54,702219,27
52.20,38,255,54,702219,26
52.40,38,255,69,702219,26
52.60,35,255,65,702219,29
52.80,40,255,68,702219,25
53.00,35,255,54,702219,29
53.20,40,255,53,702219,25
53.40,40,255,70,702219,25
53.60,51,255,81,702219,19
53.80,50,255,83,702219,20
54.00,53,255,72,702219,19
54.20,42,255,71,702219,24
54.40,47,255,74,702219,21
54.60,59,255,85,702219,17
54.80,53,255,83,702219,19
55.00,51,255,72,702219,20
55.20,43,255,71,702219,23
55.40,52,255,76,702219,19
55.60,59,255,83,702219,17
55.80,57,255,77,702219,18
56.00,59,255,82,702219,17
56.20,43,255,69,702219,23
56.40,42,255,70,702219,24
56.60,26,255,78,702219,38
56.80,56,255,82,702219,18
57.00,54,255,82,702219,18
57.20,39,255,72,702219,26
57.40,46,255,69,702219,22
57.60,49,255,82,702219,21
57.80,49,255,78,702219,21
58.00,44,255,79,702219,23
58.20,50,255,75,702219,20
58.40,53,255,73,702219,19
58.60,41,255,69,702219,24
58.80,46,255,82,702219,22
59.00,56,255,87,702219,18
59.20,43,255,71,702219,23
59.40,49,255,74,702219,20
59.60,45,255,74,702219,22
59.80,56,255,86,702219,18
60.00,55,255,78,702219,18
60.20,48,255,82,702219,21
60.40,41,255,73,702219,24
60.60,38,255,72,702219,26
60.80,46,255,76,702219,22
61.00,51,255,84,702219,19
61.20,55,255,81,702219,18
61.40,38,255,72,702219,26
61.60,25,255,67,702219,40
61.80,41,255,76,702219,24
62.00,54,255,83,702219,19
62.20,49,255,76,702219,21
62.40,53,255,74,702219,19
62.60,40,255,75,702219,25
62.80,45,255,70,702219,22
63.00,51,255,84,702219,19
63.20,51,255,85,702219,20
63.40,52,255,77,702219,19
63.60,45,255,75,702219,22
63.80,45,255,72,702219,22
64.00,46,255,81,702219,22
64.20,42,255,75,702219,24
64.40,49,255,79,702219,20
64.60,44,255,70,702219,23
64.80,45,255,71,702219,22
65.00,44,255,77,702219,23
65.20,54,255,84,702219,18
65.40,56,255,84,702219,18
65.60,47,255,73,702219,21
65.80,36,255,78,702219,28
66.00,48,255,78,702219,21
66.20,46,255,82,702219,22
66.40,48,255,76,702219,21
66.60,27,255,76,702219,37
66.80,44,255,75,702219,23
67.00,39,255,72,702219,26
67.20,44,255,83,702219,22
67.40,46,255,83,702219,22
67.60,45,255,72,702219,22
67.80,40,255,72,702219,25
68.00,48,255,68,702219,21
68.20,40,255,81,702219,25
68.40,42,255,78,702219,24
68.60,42,255,82,702219,24
68.80,42,255,68,702219,24
69.00,41,255,71,702219,24
69.20,54,255,80,702219,18
69.40,50,255,82,702219,20
69.60,46,255,84,702219,22
69.80,45,255,73,702219,22
70.00,43,255,71,702219,23
70.20,37,255,76,702219,27
70.40,45,255,83,702219,22
70.60,47,255,77,702219,21
70.80,41,255,75,702219,25
71.00,42,255,72,702219,24
71.20,39,255,70,702219,26
71.40,45,255,81,702219,22
71.60,30,255,81,702219,33
71.80,43,255,74,702219,23
72.00,42,255,70,702219,24
72.20,45,255,71,702219,22
72.40,43,255,77,702219,23
72.60,44,255,79,702219,23
72.80,42,255,81,702219,24
73.00,43,255,70,702219,23
73.20,36,255,72,702219,28
73.40,43,255,74,702219,23
73.60,48,255,85,702219,21
73.80,50,255,84,702219,20
74.00,53,255,75,702219,19
74.20,42,255,69,702219,24
74.40,44,255,72,702219,23
74.60,40,255,82,702219,25
74.80,48,255,77,702219,21
75.00,52,255,78,702219,19
75.20,40,255,72,702219,25
75.40,42,255,73,702219,24
75.60,42,255,80,702219,24
75.80,57,255,86,702219,17
76.00,41,255,76,702219,25
76.20,36,255,72,702219,28
76.40,40,255,70,702219,25
76.60,29,255,74,702219,35
76.80,37,255,69,702219,27
77.00,33,255,58,702219,30
77.20,37,255,55,702219,27
77.40,35,255,69,702219,28
77.60,37,255,65,702219,27
77.80,38,255,69,702219,26
78.00,34,255,69,702219,30
78.20,35,255,56,702219,28
78.40,30,255,52,702219,34
78.60,32,255,55,702219,32
78.80,27,255,68,702219,37
79.00,36,255,57,702219,28
79.20,34,255,68,702219,30
79.40,28,255,49,702219,35
79.60,28,255,50,702219,35
79.80,30,255,62,702219,33
80.00,33,255,68,702219,30
80.20,35,255,63,702219,29
80.40,36,255,64,702219,28
80.60,39,255,69,702219,26
80.80,35,255,63,702219,29
81.00,30,255,68,702219,33
81.20,36,255,58,702219,28
81.40,31,255,49,702219,32
81.60,17,255,49,702219,61
81.80,29,255,56,702219,34
82.00,31,255,62,702219,32
82.20,35,255,65,702219,29
82.40,32,255,54,702219,31
82.60,41,255,60,702219,25
82.80,29,255,51,702219,34
83.00,33,255,64,702219,30
83.20,40,255,66,702219,25
83.40,41,255,80,702219,24
83.60,41,255,69,702219,25
83.80,34,255,57,702219,30
84.00,29,255,54,702219,35
84.20,32,255,66,702219,31
84.40,33,255,68,702219,30
84.60,30,255,46,702219,33
84.80,32,255,55,702219,32
85.00,32,255,55,702219,31
85.20,34,255,70,702219,29
85.40,34,255,58,702219,29
85.60,35,255,63,702219,28
85.80,37,255,57,702219,27
86.00,30,255,47,702219,33
86.20,33,255,60,702219,31
86.40,50,255,83,702219,20
86.60,26,255,69,702219,38
86.80,33,255,55,702219,30
87.00,36,255,51,702219,28
87.20,34,255,60,702219,29
87.40,31,255,65,702219,32
87.60,31,255,64,702219,32
87.80,32,255,50,702219,32
88.00,30,255,55,702219,33
88.20,34,255,55,702219,30
88.40,31,255,65,702219,32
88.60,32,255,66,702219,31
88.80,30,255,56,702219,34
89.00,38,255,56,702219,26
89.20,30,255,54,702219,33
89.40,38,255,84,702219,26
89.60,41,255,65,702219,24
89.80,29,255,67,702219,34
90.00,33,255,48,702219,30
90.20,31,255,57,702219,32
90.40,28,255,57,702219,36
90.60,34,255,71,702219,29
90.80,33,255,63,702219,30
91.00,32,255,51,702219,31
91.20,32,255,52,702219,31
91.40,33,255,53,702219,30
91.60,19,255,63,702219,53
91.80,28,255,53,702219,36
92.00,31,255,52,702219,32
92.20,35,255,55,702219,29
92.40,35,255,70,702219,28
92.60,49,255,79,702219,20
92.80,31,255,68,702219,32
93.00,32,255,56,702219,31
93.20,29,255,53,702219,35
93.40,31,255,57,702219,32
93.60,31,255,63,702219,32
93.80,37,255,63,702219,27
94.00,33,255,66,702219,31
94.20,29,255,49,702219,34
94.40,35,255,56,702219,29
94.60,30,255,52,702219,33
94.80,37,255,67,702219,27
95.00,29,255,67,702219,34
95.20,33,255,46,702219,31
95.40,36,255,72,702219,28
95.60,39,255,67,702219,26
95.80,32,255,66,702219,31
96.00,36,255,67,702219,28
96.20,34,255,61,702219,29
96.40,18,255,46,702219,55
96.60,30,255,51,702219,33
96.80,33,255,65,702219,30
97.00,33,255,73,702219,30
97.20,32,255,59,702219,31
97.40,34,255,65,702219,29
97.60,32,255,55,702219,31
97.80,31,255,62,702219,32
98.00,32,255,65,702219,32
98.20,20,323,73,702228,51
98.40,58,269,89,702226,17
98.60,55,255,78,702219,18
98.80,55,255,71,702219,18
99.00,41,255,74,702219,24
99.20,34,255,65,702219,30
99.40,37,271,64,702224,27
99.60,30,268,55,702225,33
99.80,27,268,50,702225,38
100.00,39,268,70,702225,25
100.20,32,268,61,702225,32
100.40,33,268,58,702225,30
100.60,33,268,47,702225,30
100.80,29,268,53,702225,34
101.00,33,268,61,702225,31
101.20,37,268,73,702225,27
101.40,28,268,76,702225,35
101.60,38,277,71,702227,27
101.80,31,259,52,702221,32
102.00,30,268,61,702225,33
102.20,54,258,89,702220,18
102.40,35,255,58,702219,29
102.60,30,255,55,702219,33
102.80,28,260,53,702221,36
103.00,32,281,51,702231,32
103.20,34,281,72,702231,30
103.40,32,281,69,702231,31
103.60,31,281,55,702231,32
103.80,29,268,53,702225,34
104.00,31,255,54,702219,32
104.20,40,255,71,702219,25
104.40,42,255,80,702219,24
104.60,36,255,70,702219,28
104.80,28,255,49,702219,36
105.00,30,255,51,702219,34
105.20,28,255,51,702219,36
105.40,29,255,65,702219,34
105.60,31,255,66,702219,32
105.80,29,255,46,702219,35
106.00,33,255,54,702219,30
106.20,29,255,52,702219,35
106.40,28,255,59,702219,36
106.60,22,255,57,702219,46
106.80,29,255,57,702219,34
107.00,28,255,53,702219,36
107.20,28,255,52,702219,36
107.40,40,255,79,702219,25
107.60,36,255,73,702219,28
107.80,33,255,57,702219,30
108.00,25,255,55,702219,40
108.20,26,255,44,702219,38
108.40,32,255,66,702219,32
108.60,27,255,67,702219,36
108.80,32,255,58,702219,31
109.00,33,255,51,702219,30
109.20,35,255,53,702219,29
109.40,28,255,54,702219,35
109.60,31,255,70,702219,32
109.80,31,255,65,702219,33
110.00,27,255,48,702219,37
110.20,31,255,56,702219,32
110.40,35,255,72,702219,28
110.60,36,255,75,702219,28
110.80,33,255,59,702219,30
111.00,31,255,62,702219,33
111.20,25,255,49,702219,40
111.40,15,255,45,702219,65
111.60,29,255,60,702219,34
111.80,33,255,69,702219,31
112.00,40,255,67,702219,25
112.20,29,255,45,702219,34
112.40,26,255,51,702219,38
112.60,31,255,60,702219,32
112.80,29,255,64,702219,34
113.00,34,255,65,702219,30
113.20,28,255,60,702219,36
113.40,39,255,71,702219,26
113.60,31,255,58,702219,32
113.80,30,255,62,702219,33
114.00,32,255,68,702219,32
114.20,36,255,59,702219,28
114.40,29,255,56,702219,34
114.60,26,255,45,702219,39
114.80,29,255,63,702219,35
115.00,28,255,63,702219,35
115.20,28,255,64,702219,36
115.40,29,255,49,702219,34
115.60,28,255,50,702219,36
115.80,25,255,49,702219,39
116.00,32,255,65,702219,31
116.20,34,255,75,702219,29
116.40,20,255,61,702219,51
116.60,33,255,62,702219,30
116.80,28,255,52,702219,35
117.00,30,255,67,702219,33
117.20,34,255,58,702219,30
117.40,30,255,62,702219,33
117.60,25,255,47,702219,40
117.80,28,255,48,702219,36
118.00,24,255,59,702219,41
118.20,33,255,68,702219,31
118.40,30,255,57,702219,33
118.60,27,255,53,702219,37
118.80,27,255,49,702219,37
119.00,25,255,58,702219,41
119.20,24,255,72,702219,41
119.40,40,255,77,702219,25
119.60,35,255,55,702219,29
119.80,28,255,51,702219,36
120.00,24,255,45,702219,41
